working_id,name_en_normalized,name_ko_draft,body_part_ko,recording_type,family,relevance_tier,relevance_reason
gvs_6166e05f8416456f,Pelvic Tilt Hold,,하체,duration,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_df5096e06ce8042a,Pelvic Tilt Into Bridge,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_025c86568e6af3dc,Peterson Forward Side Step,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_8148b2a2bfd115f0,Pigeon Delt Raise,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_26af5eb1f821b10d,Pike Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_e7df2f1411e9090e,Pike Push Up (On Bench),,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6c960e3b71af1ec3,Pike Push Up From Deficit,,어깨,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_2223bf3ab4792b28,Pike Push Up With Parallettes,,어깨,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_dc92ee737ba860db,Pike To Cobra Push Up,,가슴,reps,push_up,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_6daac44d21644969,Pistol Squat To Box,,하체,reps,squat,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_0881209180d4d161,Pistol Squat With Chair,,하체,reps,squat,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_1d1f9437ceee77ff,Planche Dip On Parallel Bars,,코어,reps,dip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9f5ddaac8ce7e902,Plank Alternate Anti Gravity Pull Up,,코어,duration,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_0bcc99b18518fcfd,Plank Alternate Knee Tuck,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a4b94f187844677e,Plank Arm Lifts,,등,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d8e1ccf3fa1f0583,Plank Feet Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_4de2efa07142fb32,Plank From Knees,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_bfccf1df6a3f0d3f,Plank Hand Switch,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_1154d759e53fe9fd,Plank Hands Tap Feet Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_eceaf9994c522b69,Plank Jack,,코어,reps,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_256e2dabfe3359eb,Plank Jack Slide With Towel,,코어,reps,plank,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_248d4f1c898b4dde,Plank Lateral Raise,플랭크 레터럴 레이즈,코어,reps,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d00ac47959020549,Plank Leg Raises,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a7f6402b6e3870b3,Plank On Hands,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_026570c140975bb5,Plank Pike Slide With Towel,,코어,duration,plank,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_eff81bfeaa1d7bac,Plank Pike To Climber,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_48c6a8125a174548,Plank Row,플랭크 로우,코어,reps,row,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_09568b4a243af38c,Plank Scapular Push Up,,등,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_2694fa410c00b8f1,Plank Shoulder Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_bc3cd8cb3ea02e43,Plank Side Kick Through,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_5b76e53740ae4eaf,Plank Side Walk,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_587ba705ff15ce25,Plank Thigh Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_20306595e71bdda1,Plank To Pike,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_64f1eb22bbbefa6c,Plank Walk Up,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_a630f529e0943875,Planked Side Toe Tap,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_c8714f233591c1bb,Plyo Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9b1183f5dc62ad11,Plyo Sit Squat (Wall),,하체,reps,squat,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_cb159e7b886fa70b,Plyo Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_b4045977a9bc1e6f,Plyo Squat Side Bend,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_34bba3f02672bcea,Potty Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_32c33b254045c35d,Potty Squat With Support,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_490458496a1a8399,Power Point Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_024cb154fb212b2e,Prayer Chest Squeeze,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_33e88942fc9f2ac6,Prayer Push,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_efca78d00236dfd6,Prayer Push Hold,,가슴,duration,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_fef1fd4c716bb8fe,Prisoner Get Up,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_6485a0ca57641f78,Prone Hip Cars,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a22c6d7d7ba16cdd,Prone Y Raise,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_9f958c17c8bb94b7,Protraction Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_610fc8b28c17643c,Protraction Plank Jack,,코어,reps,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ece41f53d87ed0d3,Pseudo Planche Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_b386c54004e89d3a,Pull Up,풀업,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a5a436636eaf7933,Pull Up (Negative),,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f90b1dd428661d3e,Pull Up (Neutral Grip),풀업 뉴트럴 그립,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_834fc1f214cabde4,Pull Up (Wide Grip),풀업 와이드 그립,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_b672755a64c9c6c0,Pull Up With Bent Knee Between Chairs,,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f8a0b004a261241a,Pulse Row,,등,reps,row,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_393cc861fc951be5,Pulse Split Lunge,,하체,reps,lunge_split,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_189a0a31a9a3cbcd,Pulse Up,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_4b9c2d4c9d6e3ff2,Pulsing Adduction And Abduction,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_9ed12958e2073a26,Pulsing Chest Crossovers,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_8e1628b27ee36ad8,Pulsing Donkey Kickback,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_fb16aae3ca2e45e3,Pulsing Glute Bridge,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a3f3ec7a69dc8340,Pulsing Prayer Push,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_0c0e97772bccc79f,Pulsing Side Lunge,,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_4d501ea491dc35e2,Pulsing Side Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_99a3edae12cd7f88,Punches Side Lunge,,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_fddc50383c0e78ce,Push And Arms Crossover,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_cc4b6f01c0e83a5d,Push And Rotate,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_f0c2401f12aae1cf,Push Press,푸시 프레스,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_4dbf0f0aaf116c8e,Push Up,푸시업,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_33be8c6deed1deb9,Push Up (Bosu Ball),,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_1ead0d8700f899c7,Push Up (On Knees),,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_883b3098af69dcd0,Push Up (Wall) Ii,,가슴,reps,push_up,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_4c438a8c9fd3608a,Push Up Hand By Hand,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_fc3228aa2d0f2d4c,Push Up In Child Pose,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_16a20f8908035d6d,Push Up Jack,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_79e48ca510a64619,Push Up On Forearms,,팔,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_44a3a2a427a85116,Push Up Plus,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_15c2dc998f6f7f11,Push Up Pull,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_4b90c393d000e653,Push Up Row,푸시업 로우,등,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ab1af491a6c6df51,Push Up To Side Plank,,가슴,reps,push_up,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_597f8bd20b75ee18,Push Up With Twist,,코어,reps,push_up,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_2c579fde73472600,Pvc External Rotation,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_1f36d2028ba0b884,Pvc Good Morning,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_6c150a0c84785ac2,Pvc Hip Hinge,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_b0be06dc9f5bec2a,Pvc Overhead Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_767f37006a6859b2,Pvc Pass Through,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_80ca2fbf6715910f,Quadruped Hip Extension To Abduction,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_6c3947e01d3645ea,Quadruped Leg Curl,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_9dfc3426c4789d2c,Quarter Sit Up,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6f1057b177d45145,Quarter Sit Up With Pillow,,코어,reps,core_crunch,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_dd31a22c210deb42,Quick Sumo Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_84a35c76fc0e4d24,Quickly Swing Arms In Place,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_c5df3c98d8e9912a,Raise Single Leg Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a883c30f6aafc2df,Reach Front Reach Top Sumo Squat,,하체,reps,squat,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_3bd34ff7d0b99267,Rear Decline Bridge,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_c356156d68470e41,Rear Pull Up,리어 풀업,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_df37b7032d46b93b,Reverse Air Cycling,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_939a0771a41d2815,Reverse Crunch,리버스 크런치,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_54f977aad84a275c,Reverse Crunch Leg Drop,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_98f2a8394aa24381,Reverse Crunch M,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a1bb7e83cbf9864b,Reverse Dip,리버스 딥스,팔,reps,dip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_3d447f5f5e7a030f,Reverse Frog Crunch,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_be324d354e91d7e5,Reverse Grip Pull Up,리버스 그립 풀업,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_3ad4705e493c8cb4,Reverse Hyper On Flat Bench,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_bac07e9945e18651,Reverse Hyperextension On Bench,,하체,reps,back_extension,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_3cead932789f61c8,Reverse Lunge (Leg Kick),,하체,reps,lunge_split,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_3512a127fe4b0897,Reverse Lunge Forward Lunge,리버스 런지 포워드 런지,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_de5ce3f3cec8c07b,Reverse Lunge Front Kick,,하체,reps,lunge_split,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_3c2619975e363e3f,Reverse Lunge High Knee,,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ec0d9793491f6e43,Reverse Lunge High Knee Forward Lunge,,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_47f17f86d7b0d00c,Reverse Lunge Kickback,리버스 런지 킥백,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_3319ce1141445b7d,Reverse Lunge Knee Drive,,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6a77a211743c811d,Reverse Plank,리버스 플랭크,,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_223d64d76c002c4f,Reverse Plank March,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_075708f80120655e,Reverse Plank On Elbows,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f4a7f42d62d6ac1d,Reverse Plank With Leg Lift,,하체,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6e450afa2726cd68,Reverse Push Up,리버스 푸시업,팔,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_825bf82aa79b102c,Reverse Wrist Curl,리버스 리스트 컬,팔,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_f2516709a532d9ed,Rkc Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d0e78034553c6c7e,Rocky Pull Up Pulldown,,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_b3b18b9fc381a45f,Roll Around The World Lying On Floor,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_930ce9fc4055181a,Roll Ball Adductors,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_effbfadc5aa2785a,Roll Ball Deltoid Posterior,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_211557195e510815,Roll Ball Gluteus Maximus,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_4c61d57ead194ea4,Roll Ball Gluteus Medius,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_69ccc3a83d999b22,Roll Ball Iliospsoas,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_1e8d40ca083cc41c,Roll Ball Lower Back,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_679340415509cfd9,Roll Ball Pectorial Release,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_07436ccb875398b3,Roll Ball Piriformis Release,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_02d163fca6d64f52,Roll Ball Scapula Levator,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_d896fae038ae82de,Roll Ball Seated Hamstrings Active,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_eee864ea118374ac,Roll Ball Side Lying Inner Thigh Active,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_1eaac8b0408a1766,Roll Ball Tensor Fasciae Latae,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_9159ccf76a4a1337,Roll Ball Upper Trapezius Release,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_109f90f49590273a,Roll Biceps Lying On Floor,,팔,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_cdb173e7e8232e27,Roll Calves,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_876e93e6fb01e4c8,Roll Calves (Single Leg),,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a91b1a7fda00fd5f,Roll Chest Lying On Floor,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_cf25494b95b04333,Roll Chest Opener Lying On Floor,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_e405ebc4e70a255e,Roll Erector Spinae Lying On Floor,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_905d3f51eabf1245,Roll Forearms Standing Against Wall,,팔,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_79e47fb90825ca0d,Roll Front Shoulder And Chest Lying On Floor,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_ffaee92da74c4399,Roll Glute Twist Lying On Floor,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_e005108bbf2abfab,Roll Glutes Seated On Floor,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a482acea8d7c1afc,Roll Hamstrings And Glute Seated On Floor,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_11ab28b77dfd8fa7,Roll Hamstrings Seated On Floor,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a53a2349a1bd1249,Roll Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_12877d29821412d1,Roll Iliospsoas,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a96f6ddc6e08d236,Roll Kneeling Upper Back Rotation,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
